"","regulator","target","strength","effect"
"12058","HK166","HK3380",13.1564553448252,-1
"12059","HK166","HK1966",37.0452931691039,1
"12060","HK166","HK3381",2.13271671115854,1
"12061","HK166","HK3382",4.88068046716322,-1
"12062","HK166","HK3383",5.55699308553579,1
"12063","HK166","HK3384",90.133887669319,1
"12064","HK166","HK3385",1.32156839990591,1
"12065","HK166","HK3386",1.08303837624225,1
"12066","HK166","HK754",21.3562531640508,1
"12067","HK166","HK2904",32.4476584930506,-1
"12068","HK166","HK3387",1.52234333026007,-1
"12069","HK166","HK1983",34.6060852425307,1
"12070","HK166","HK3388",23.5697622732427,1
"12071","HK166","HK1987",43.8227893526025,1
"12072","HK166","HK82",1.27354452946223,1
"12073","HK166","HK2908",26.8366082065796,-1
"12074","HK166","HK3389",2.76262299917674,1
"12075","HK166","HK3390",1.36262864676554,1
"12076","HK166","HK2912",1.18915077449144,-1
"12077","HK166","HK3391",4.69425634626127,1
"12078","HK166","HK3392",1.86889584491117,1
"12079","HK166","HK3393",3.85292614218674,1
"12080","HK166","HK3394",32.4478414603933,1
"12081","HK166","HK2018",13.4755134014636,1
"12082","HK166","HK3395",12.5366015593593,-1
"12083","HK166","HK3396",15.3479828550249,1
"12084","HK166","HK546",59.3249037292096,1
"12085","HK166","HK3397",9.67807383672099,1
"12086","HK166","HK3398",67.5452396917543,1
"12087","HK166","HK2036",73.830487515565,-1
"12088","HK166","HK864",85.5117045294385,1
"12089","HK166","HK3399",74.2421173371191,1
"12090","HK166","HK3400",2.58529576003994,1
"12091","HK166","HK2040",14.3367021127844,1
"12092","HK166","HK3401",1.46940857691006,1
"12093","HK166","HK2049",42.6871589314818,-1
"12094","HK166","HK3402",98.265899807954,-1
"12095","HK166","HK3403",6.70507832410497,1
"12096","HK166","HK3404",22.9366832530288,1
"12097","HK166","HK3405",66.9595533308484,-1
"12098","HK166","HK3406",4.32165465868817,1
"12099","HK166","HK3407",1.04747148753277,1
"12100","HK166","HK3408",1.31389313544203,1
"12101","HK166","HK2073",4.2927786716533,1
"12102","HK166","HK3409",7.99924137488546,1
"12103","HK166","HK3410",32.1014112989227,1
"12104","HK166","HK3411",9.49875338421882,1
"12105","HK166","HK2077",8.85961236160022,1
"12106","HK166","HK3412",14.8134737428396,-1
"12107","HK166","HK2932",2.30861875289594,1
"12108","HK166","HK3413",3.17556339625374,1
"12109","HK166","HK3414",12.3957621676586,1
"12110","HK166","HK3415",8.29080317103707,1
"12111","HK166","HK3190",2.1832051708742,1
"12112","HK166","HK2085",1.26097545125149,1
"12113","HK166","HK1320",7.60369800714163,-1
"12114","HK166","HK3416",4.84158945426628,-1
"12115","HK166","HK2090",86.9373418126995,1
"12116","HK166","HK2094",3.03964907335061,1
"12117","HK166","HK3417",5.2216940101896,1
"12118","HK166","HK3418",8.42109556477391,1
"12119","HK166","HK2105",24.8953235680621,1
"12120","HK166","HK3419",12.736170832881,1
"12121","HK166","HK3420",3.3485162681603,-1
"12122","HK166","HK3140",4.13035165241685,1
"12123","HK166","HK3421",1.94403919792865,1
"12124","HK166","HK3422",30.0728838637684,1
"12125","HK166","HK3423",1.04498681305164,1
"12126","HK166","HK3424",33.7502020310631,1
"12127","HK166","HK2134",13.8138464040181,1
"12128","HK166","HK3425",28.4503612936982,-1
"12129","HK166","HK3426",25.2373270149734,1
"12130","HK166","HK2141",59.0373007541304,1
"12131","HK166","HK3427",2.61703339051535,1
"12132","HK166","HK2150",3.95750121247568,-1
"12133","HK166","HK3428",1.56931292344374,-1
"12134","HK166","HK2158",4.03739665042675,1
"12135","HK166","HK3429",14.7513687756161,1
"12136","HK166","HK3430",1.20367293455445,1
"12137","HK166","HK3431",63.4627667693428,-1
"12138","HK166","HK2953",1.09781245701258,1
"12139","HK166","HK2179",46.9217875882416,1
"12140","HK166","HK99",5.29644936240919,-1
"12141","HK166","HK3432",13.1975411150172,1
"12142","HK166","HK2190",22.5392133738015,1
"12143","HK166","HK3433",1.23870604143574,1
"12144","HK166","HK2198",38.313302724905,1
"12145","HK166","HK2199",23.424679183133,1
"12146","HK166","HK3434",12.1904037848475,1
"12147","HK166","HK2207",47.885928046327,1
"12148","HK166","HK3435",21.3082838893146,1
"12149","HK166","HK3436",39.9271362274607,1
"12150","HK166","HK2212",2.73676089830561,1
"12151","HK166","HK2216",2.94472894150403,1
"12152","HK166","HK1214",8.91656867052369,1
"12153","HK166","HK3437",50.7872604859877,1
"12154","HK166","HK3438",30.6185498477782,-1
"12155","HK166","HK3439",1.64752514276335,1
"12156","HK166","HK779",7.73715827879532,1
"12157","HK166","HK3440",31.692603610981,1
"12158","HK166","HK3441",25.7754503035514,1
"12159","HK166","HK2240",1.7377085589684,-1
"12160","HK166","HK3442",10.1707767187859,1
"12161","HK166","HK3443",64.3565699199443,1
"12162","HK166","HK2248",1.60046029424728,1
"12163","HK166","HK3444",6.72441630019149,-1
"12164","HK166","HK3445",10.5257237757814,1
"12165","HK166","HK2987",2.27693577195344,-1
"12166","HK166","HK3446",32.2375134996541,1
"12167","HK166","HK3447",8.00823590533299,1
"12168","HK166","HK3448",17.6471863128112,-1
"12169","HK166","HK3449",4.1731382986621,1
"12170","HK166","HK3450",15.1699085179817,1
"12171","HK166","HK3451",80.8610535915539,-1
"12172","HK166","HK3452",58.4623363402378,1
"12173","HK166","HK781",1.30038247910305,1
"12174","HK166","HK2311",80.567057753512,1
"12175","HK166","HK3453",44.1723336019984,-1
"12176","HK166","HK3454",2.27047121641126,1
"12177","HK166","HK3455",8.51369404149442,-1
"12178","HK166","HK3456",46.4494069495525,1
"12179","HK166","HK3457",1.84491844812513,-1
"12180","HK166","HK3458",29.3905657813162,1
"12181","HK166","HK3459",11.3025960181872,1
"12182","HK166","HK3460",19.168573198111,1
"12183","HK166","HK2340",83.8013066332773,1
"12184","HK166","HK3461",9.48179944637769,-1
"12185","HK166","HK3008",3.30018046337302,1
"12186","HK166","HK2361",49.9444631540471,1
"12187","HK166","HK3462",44.0407741594629,1
"12188","HK166","HK3463",3.83774669052982,1
"12189","HK166","HK785",12.1895536339626,1
"12190","HK166","HK1102",1.36551128832905,1
"12191","HK166","HK3464",3.50919604571513,1
"12192","HK166","HK3465",26.825979463039,-1
"12193","HK166","HK3466",75.8943147931827,-1
"12194","HK166","HK3467",3.97732118806992,-1
"12195","HK166","HK3468",8.2903779477221,-1
"12196","HK166","HK2382",5.50391075430831,1
"12197","HK166","HK2383",2.94900581511825,1
"12198","HK166","HK3469",66.7524304539939,1
"12199","HK166","HK1324",71.2851694259475,1
"12200","HK166","HK3470",8.30931905558443,1
"12201","HK166","HK3471",1.31265056030833,1
"12202","HK166","HK3472",77.8856480838183,1
"12203","HK166","HK2412",13.8985091813153,1
"12204","HK166","HK2414",8.75391039383327,1
"12205","HK166","HK3473",10.2192377235955,1
"12206","HK166","HK3474",1.24531827221841,-1
"12207","HK166","HK2416",63.9721854697381,1
"12208","HK166","HK3475",34.8384623662607,1
"12209","HK166","HK3018",20.4035409197921,1
"12210","HK166","HK2426",9.62057405316132,1
"12211","HK166","HK626",6.14016228511273,1
"12212","HK166","HK3476",6.47832680555482,1
"12213","HK166","HK2439",5.3683880448666,1
"12214","HK166","HK3477",20.4776128991572,-1
"12215","HK166","HK3478",2.82200325512372,-1
"12216","HK166","HK3479",3.55121549627014,-1
"12217","HK166","HK2449",3.16978099167652,1
"12218","HK166","HK3480",1.51902444950633,-1
"12219","HK166","HK3481",9.48343626095042,1
"12220","HK166","HK3482",12.4303886304922,1
"12221","HK166","HK2458",27.0343197822953,-1
"12222","HK166","HK3483",5.37975698581503,1
"12223","HK166","HK3484",38.8298165117359,-1
"12224","HK166","HK3485",1.42743108413874,-1
"12225","HK166","HK3486",12.8348802877131,-1
"12226","HK166","HK3487",3.07157461212835,-1
"12227","HK166","HK3033",9.0032638505953,1
"12228","HK166","HK347",32.8927981070864,1
"12229","HK166","HK794",57.0802060318636,1
"12230","HK166","HK796",65.3141481579371,1
"12231","HK166","HK3488",1.82079778078065,1
"12232","HK166","HK2484",2.97771885414834,1
"12233","HK166","HK3489",63.7876876138705,1
"12234","HK166","HK3490",2.78290647126182,1
"12235","HK166","HK3491",1.46079881725095,1
"12236","HK166","HK3492",11.3755034602675,-1
"12237","HK166","HK3493",5.71360727155437,1
"12238","HK166","HK348",31.1436565380243,1
"12239","HK166","HK3494",40.4453263351619,1
"12240","HK166","HK2499",21.9764248811609,-1
"12241","HK166","HK2501",1.12333876224312,1
"12242","HK166","HK3495",88.826290967857,-1
"12243","HK166","HK3496",33.4143264837996,1
"12244","HK166","HK3497",19.44808018898,1
"12245","HK166","HK3498",5.29249395118932,-1
"12246","HK166","HK3499",26.745536889065,1
"12247","HK166","HK3056",4.49149843376263,1
"12248","HK166","HK2532",84.5499102077689,1
"12249","HK166","HK139",1.30559121434826,-1
"12250","HK166","HK3500",4.60966072088083,1
"12251","HK166","HK2536",63.3099912694843,1
"12252","HK166","HK3501",66.6570136529029,1
"12253","HK166","HK2539",1.40718186032489,1
"12254","HK166","HK1248",45.1309221237772,-1
"12255","HK166","HK3502",77.3462128037592,-1
"12256","HK166","HK2554",1.36169621782123,-1
"12257","HK166","HK3503",2.02692220107949,1
"12258","HK166","HK3504",6.14600403450862,1
"12259","HK166","HK3505",2.404486440027,1
"12260","HK166","HK3506",3.38924328471096,1
"12261","HK166","HK142",1.3077744834179,1
"12262","HK166","HK3507",16.7990305796383,1
"12263","HK166","HK3508",2.87391649955522,1
"12264","HK166","HK3509",19.5606632129539,1
"12265","HK166","HK3510",48.2108140930573,1
"12266","HK166","HK3511",46.0101945218304,1
"12267","HK166","HK3512",5.84143582520821,1
"12268","HK166","HK1119",74.8195394277184,1
"12269","HK166","HK3513",26.6200963367141,-1
"12270","HK166","HK3514",1.34086577200419,-1
"12271","HK166","HK3515",1.22911784783873,1
"12272","HK166","HK3516",10.2823396795045,1
"12273","HK166","HK3517",1.85417527461606,1
"12274","HK166","HK3518",22.5160725248233,-1
"12275","HK166","HK3519",47.1980398644017,1
"12276","HK166","HK3520",2.41706442615485,1
"12277","HK166","HK807",1.04632885098613,1
"12278","HK166","HK3521",3.0361652600804,1
"12279","HK166","HK3522",87.9123400645456,1
"12280","HK166","HK3523",5.2009355900339,1
"12281","HK166","HK3160",7.97823030065669,1
"12282","HK166","HK376",66.7229502856284,1
"12283","HK166","HK809",1.18062726379201,1
"12284","HK166","HK3524",1.96163173300461,1
"12285","HK166","HK3525",4.26245569724128,1
"12286","HK166","HK2632",16.866521771042,1
"12287","HK166","HK3526",9.18810627999503,1
"12288","HK166","HK2644",37.1514617103084,1
"12289","HK166","HK2647",26.5595212033355,1
"12290","HK166","HK3527",3.56074261289224,1
"12291","HK166","HK3528",28.4799106772672,1
"12292","HK166","HK3529",9.43952723247894,1
"12293","HK166","HK816",1.26426025434358,-1
"12294","HK166","HK817",1.08888901758215,1
"12295","HK166","HK3530",18.0933020841963,-1
"12296","HK166","HK3531",20.3487983228611,1
"12297","HK166","HK3532",2.58939833584411,1
"12298","HK166","HK3533",3.13971378763368,1
"12299","HK166","HK3534",31.1768572795112,1
"12300","HK166","HK3535",20.5888995197468,1
"12301","HK166","HK3536",61.75710398343,1
"12302","HK166","HK2667",8.74298458552258,1
"12303","HK166","HK1004",2.95038655230447,1
"12304","HK166","HK3537",8.08042473194323,-1
"12305","HK166","HK3538",1.73993608099754,1
"12306","HK166","HK3539",1.21156416235247,1
"12307","HK166","HK3223",97.9829543572711,1
"12308","HK166","HK3540",5.66427978838757,-1
"12309","HK166","HK3541",59.7137712104659,1
"12310","HK166","HK694",12.3194121855219,1
"12311","HK166","HK3542",16.476180323901,1
"12312","HK166","HK3543",98.8965106356834,1
"12313","HK166","HK3544",1.7314098400808,1
"12314","HK166","HK3545",5.08937977163412,1
"12315","HK166","HK3546",1.833646179589,1
"12316","HK166","HK3547",17.2895200633771,-1
"12317","HK166","HK3548",1.19570616925374,-1
"12318","HK166","HK3549",57.1256321756916,1
"12319","HK166","HK3550",2.72486758715324,1
"12320","HK166","HK3551",1.61551462586038,-1
"12321","HK166","HK3552",61.1890396533477,1
"12322","HK1348","HK18",1.24979759608993,1
"12323","HK1348","HK1313",1.03031072528114,1
"12324","HK1348","HK1085",4.78748629471939,1
"12325","HK1348","HK2094",39.2573991370668,1
"12326","HK1348","HK2136",2.22984184907109,1
"12327","HK1348","HK3046",30.8956342481183,1
"12328","HK1474","HK900",62.9863988163178,1
"12329","HK1474","HK1340",14.8489802259652,1
"12330","HK1474","HK3716",2.3359779553814,-1
"12331","HK1474","HK3177",1.76099562831689,-1
"12332","HK1474","HK1682",1.92629524673546,1
"12333","HK1474","HK2817",41.063255825592,-1
"12334","HK1474","HK1779",22.7598906959866,1
"12335","HK1474","HK3354",66.977899355173,-1
"12336","HK1474","HK3358",4.3824376021031,1
"12337","HK1474","HK939",1.96010108500388,-1
"12338","HK1474","HK3407",8.23694228766217,-1
"12339","HK1474","HK134",24.0976477611578,-1
"12340","HK3650","HK3611",17.8596839927705,1
"12341","HK3650","HK1395",3.00818829530513,1
"12342","HK3650","HK1363",19.2460439879159,1
"12343","HK3650","HK426",14.6518629843968,1
"12344","HK3650","HK3259",46.1428972507467,-1
"12345","HK3650","HK432",4.9997460781425,1
"12346","HK3650","HK1619",2.04867927943215,-1
"12347","HK3650","HK3815",3.61145792372733,1
"12348","HK3650","HK2096",11.77120873028,1
"12349","HK3650","HK3144",62.3208112348889,1
"12350","HK3650","HK364",1.15020055763868,1
"12351","HK3650","HK2639",2.2593096171269,1
"12352","HK712","HK30",9.22758803062277,-1
"12353","HK712","HK3179",3.12685315667914,1
"12354","HK712","HK2901",13.5245503042289,1
"12355","HK712","HK3403",9.82079751738311,1
"12356","HK712","HK2152",1.55354235876597,1
"12357","HK712","HK124",1.00491859362209,1
"12358","HK3622","HK456",2.99893520728637,1
"12359","HK3622","HK1675",18.6754866973775,1
"12360","HK3622","HK1187",39.934275063293,1
"12361","HK3622","HK3333",1.71520122888807,1
"12362","HK3622","HK3803",1.29878514160025,-1
"12363","HK3622","HK515",2.04392702792984,1
"12364","HK3622","HK244",17.188563690685,1
"12365","HK3622","HK3146",4.33667648220547,1
"12366","HK3622","HK1243",44.6734779861167,1
"12367","HK3622","HK676",2.30099231587739,1
"12368","HK5","HK709",1.9837073586222,-1
"12369","HK5","HK165",3.57772037453331,1
"12370","HK5","HK712",25.4903438343138,-1
"12371","HK5","HK713",15.3417570492761,-1
"12372","HK5","HK714",18.5884054302751,1
"12373","HK5","HK715",2.04290406506134,1
"12374","HK5","HK716",6.18710631592675,-1
"12375","HK5","HK717",35.3882173414181,-1
"12376","HK5","HK718",60.4229870389724,1
"12377","HK5","HK719",59.1773596785415,1
"12378","HK5","HK720",9.56830374459996,1
"12379","HK5","HK721",43.5630120509501,1
"12380","HK5","HK722",80.086448196155,1
"12381","HK5","HK197",12.5292997985051,1
"12382","HK5","HK723",49.9270323370273,1
"12383","HK5","HK724",40.5261296991423,-1
"12384","HK5","HK725",13.7726977173317,1
"12385","HK5","HK726",27.8899589888414,1
"12386","HK5","HK727",43.9211821711695,1
"12387","HK5","HK728",1.57977053726577,-1
"12388","HK5","HK729",1.89274143618283,-1
"12389","HK5","HK730",2.4483809662095,1
"12390","HK5","HK731",35.4812840487786,1
"12391","HK5","HK732",44.7201141450541,1
"12392","HK5","HK733",57.7479350624705,1
"12393","HK5","HK734",33.950012329846,1
"12394","HK5","HK735",2.95272081189485,1
"12395","HK5","HK736",13.3327611654865,-1
"12396","HK5","HK737",36.6172290198664,1
"12397","HK5","HK738",5.07270186275662,-1
"12398","HK5","HK739",2.72184385881263,1
"12399","HK5","HK740",58.8938149154357,1
"12400","HK5","HK741",5.75727184392693,-1
"12401","HK5","HK742",17.7515904869243,1
"12402","HK5","HK743",2.38410359554217,1
"12403","HK5","HK744",58.0978952033251,1
"12404","HK5","HK745",3.38578549634875,-1
"12405","HK5","HK1",3.58920561659296,1
"12406","HK5","HK746",1.33808245715966,-1
"12407","HK5","HK747",9.92227205055323,-1
"12408","HK5","HK748",27.2682605524226,1
"12409","HK5","HK749",92.6667441084961,1
"12410","HK5","HK750",4.4363706184367,1
"12411","HK5","HK751",3.94527566488155,1
"12412","HK5","HK752",14.6050095840965,1
"12413","HK5","HK753",10.2201779158128,1
"12414","HK5","HK754",19.5275376325698,1
"12415","HK5","HK755",24.90056325612,1
"12416","HK5","HK756",39.2028633330926,1
"12417","HK5","HK757",8.30152755033191,1
"12418","HK5","HK758",6.07099574135018,-1
"12419","HK5","HK759",20.0881181625832,-1
"12420","HK5","HK760",1.08600405825225,1
"12421","HK5","HK761",9.87942434851315,1
"12422","HK5","HK762",11.5549833135863,1
"12423","HK5","HK763",6.43123890956525,-1
"12424","HK5","HK764",8.65634727559664,1
"12425","HK5","HK765",1.21630295892624,1
"12426","HK5","HK766",96.4268764695276,-1
"12427","HK5","HK767",5.3688925981154,-1
"12428","HK5","HK768",8.78754862488051,-1
"12429","HK5","HK769",33.9318098193811,1
"12430","HK5","HK770",2.83328100025689,1
"12431","HK5","HK771",19.7008624729965,1
"12432","HK5","HK772",23.7056759268515,-1
"12433","HK5","HK773",11.6972117588541,1
"12434","HK5","HK774",17.5402320387846,-1
"12435","HK5","HK775",6.45224099128317,1
"12436","HK5","HK776",9.80119842487286,1
"12437","HK5","HK777",5.49237642760071,1
"12438","HK5","HK778",4.50563899866432,1
"12439","HK5","HK779",1.09116007464928,1
"12440","HK5","HK780",4.430904127214,1
"12441","HK5","HK781",1.8162508654374,-1
"12442","HK5","HK782",9.83614573891856,1
"12443","HK5","HK783",9.65465040210879,1
"12444","HK5","HK784",19.9340348641018,-1
"12445","HK5","HK785",13.1832624516471,-1
"12446","HK5","HK786",24.3954303881084,-1
"12447","HK5","HK787",3.03749819119026,-1
"12448","HK5","HK788",86.3947019664406,-1
"12449","HK5","HK789",1.59203689260187,1
"12450","HK5","HK790",10.4029229273228,-1
"12451","HK5","HK791",1.854315146182,1
"12452","HK5","HK792",10.6966262413608,1
"12453","HK5","HK793",98.3116384686883,-1
"12454","HK5","HK794",70.2390891227129,1
"12455","HK5","HK795",4.95448404608222,-1
"12456","HK5","HK796",27.5532414449705,1
"12457","HK5","HK797",56.4521127746169,1
"12458","HK5","HK798",15.9995345414254,-1
"12459","HK5","HK799",2.81091156339593,1
"12460","HK5","HK800",71.5636808193463,1
"12461","HK5","HK801",1.5248684396708,1
"12462","HK5","HK802",8.1779536490412,1
"12463","HK5","HK652",25.0416834451779,1
"12464","HK5","HK803",95.8012421435106,1
"12465","HK5","HK804",4.39980409810412,-1
"12466","HK5","HK805",29.2203148533466,-1
"12467","HK5","HK806",1.66632041313048,1
"12468","HK5","HK807",3.6654162613245,1
"12469","HK5","HK808",47.2669056809899,1
"12470","HK5","HK809",18.279341537083,-1
"12471","HK5","HK810",2.38322494422336,-1
"12472","HK5","HK811",4.11624697978524,1
"12473","HK5","HK812",1.66629343820563,1
"12474","HK5","HK813",1.68300268674769,1
"12475","HK5","HK814",6.53971772956759,-1
"12476","HK5","HK815",2.77926393837041,1
"12477","HK5","HK816",2.93904308732241,1
"12478","HK5","HK817",1.526492911685,1
"12479","HK5","HK818",17.8786807781491,1
"12480","HK5","HK819",23.9633658700498,1
"12481","HK5","HK820",52.218929851831,1
"12482","HK5","HK821",98.8299481154921,1
"12483","HK5","HK822",1.05147918557695,1
"12484","HK5","HK823",2.79292913895036,-1
"12485","HK5","HK824",3.0532769050775,-1
"12486","HK1366","HK713",47.0030421776803,1
"12487","HK1366","HK1151",1.76995197842238,-1
"12488","HK1366","HK3255",5.13024627631381,1
"12489","HK1366","HK1556",34.0333916130765,1
"12490","HK1366","HK1577",3.78914840863463,1
"12491","HK1366","HK30",38.6456549621785,-1
"12492","HK1366","HK3282",23.4761533930977,1
"12493","HK1366","HK1050",33.8088242883332,1
"12494","HK1366","HK3285",26.9612014075414,-1
"12495","HK1366","HK3286",96.7329527602799,1
"12496","HK1366","HK3754",1.59803877098066,1
"12497","HK1366","HK1718",2.8539450517168,1
"12498","HK1366","HK3327",70.1299983595762,-1
"12499","HK1366","HK3794",2.13042658904963,1
"12500","HK1366","HK1821",58.8462937634189,-1
"12501","HK1366","HK3354",59.2617215124995,1
"12502","HK1366","HK3356",1.06667752780863,1
"12503","HK1366","HK1903",5.79067553121244,1
"12504","HK1366","HK2889",3.56468862896357,1
"12505","HK1366","HK751",37.6721019220627,1
"12506","HK1366","HK1974",35.8632480731256,-1
"12507","HK1366","HK3386",14.9130599035245,1
"12508","HK1366","HK3869",26.230574086786,1
"12509","HK1366","HK766",4.37983133909834,1
"12510","HK1366","HK3904",8.37438586065392,-1
"12511","HK1366","HK2097",1.98168385088973,1
"12512","HK1366","HK2142",11.3168573947291,1
"12513","HK1366","HK287",7.09159706158958,1
"12514","HK1366","HK2195",55.2969189644318,1
"12515","HK1366","HK3440",3.29056622577493,-1
"12516","HK1366","HK2311",11.7828640189581,-1
"12517","HK1366","HK784",19.8412603714988,1
"12518","HK1366","HK3465",74.9186642774033,1
"12519","HK1366","HK974",1.37372452178429,-1
"12520","HK1366","HK2416",10.1189325336897,1
"12521","HK1366","HK2459",50.2063769364345,1
"12522","HK1366","HK3484",1.73163845043112,1
"12523","HK1366","HK798",1.49147089631025,1
"12524","HK1366","HK2568",92.604455867516,-1
"12525","HK1366","HK1119",1.31940042885731,-1
"12526","HK1366","HK808",4.95425630683035,-1
"12527","HK1366","HK2617",20.1931727231738,1
"12528","HK1366","HK3085",3.21013403595309,1
"12529","HK1366","HK813",63.5847400777912,1
"12530","HK1366","HK816",35.2482858868285,1
"12531","HK1366","HK818",1.68283338630132,-1
"12532","HK1366","HK3532",1.97595450007414,1
"12533","HK1366","HK3534",10.1946212307019,-1
"12534","HK1366","HK819",9.56395534404837,-1
"12535","HK1366","HK2669",6.22894493799767,1
"12536","HK1366","HK820",2.16930723983427,-1
"12537","HK1366","HK694",5.11526208201902,1
"12538","HK1366","HK823",13.3963736231102,1
"12539","HK3590","HK1439",28.4685255734259,1
"12540","HK3590","HK187",87.9388734819091,1
"12541","HK3590","HK2806",1.92495862501237,-1
"12542","HK3590","HK2886",82.3270953526001,1
"12543","HK3590","HK2255",9.16371322282929,1
"12544","HK3590","HK3052",32.2604483245291,1
"12545","HK3590","HK657",18.4833719638719,1
"12546","HK3643","HK3684",49.630857603155,-1
"12547","HK3643","HK447",81.5579325826659,1
"12548","HK3643","HK1317",1.01564158292644,-1
"12549","HK3643","HK2074",1.76758811766286,-1
"12550","HK3643","HK2167",17.4537897966944,-1
"12551","HK3643","HK313",45.3191998148461,1
"12552","HK3643","HK609",2.08581974946321,1
"12553","HK3643","HK1102",1.19195943761793,1
"12554","HK3643","HK3024",4.75852042322238,1
"12555","HK3643","HK647",1.03083614362523,1
"12556","HK3643","HK659",29.5271767757602,1
"12557","HK3643","HK2594",90.278671746601,1
"12558","HK3666","HK718",19.098966904985,-1
"12559","HK3666","HK1666",2.82755663493667,1
"12560","HK3666","HK1312",1.49393214312611,-1
"12561","HK1345","HK1455",15.9878098312894,1
"12562","HK1345","HK3113",8.28675021799063,-1
"12563","HK1345","HK17",75.3871177264452,1
"12564","HK1345","HK2795",45.8539744156798,-1
"12565","HK1345","HK1311",37.5306405617352,1
"12566","HK1345","HK3804",4.8170826898488,-1
"12567","HK1345","HK1862",39.6205848982887,1
"12568","HK1345","HK501",1.0981107597954,1
"12569","HK1345","HK3875",2.56099977085581,1
"12570","HK1345","HK2055",32.8731882656421,1
"12571","HK1345","HK3922",4.08624475332108,1
"12572","HK1345","HK98",1.03120857799904,1
"12573","HK1345","HK2324",5.7658438248581,-1
"12574","HK1345","HK3205",56.6767155382012,1
"12575","HK1345","HK985",77.7098769398434,1
"12576","HK1345","HK3513",1.49195846727788,-1
"12577","HK1345","HK674",55.0174222341834,1
"12578","HK1385","HK41",9.68647674536282,1
"12579","HK1385","HK3928",44.5553737135938,1
"12580","HK1385","HK3472",31.5810524978324,1
"12581","HK3627","HK709",73.0003175476719,1
"12582","HK3627","HK411",1.01786764641812,1
"12583","HK3627","HK1541",2.42203043859957,1
"12584","HK3627","HK720",10.7179317886056,1
"12585","HK3627","HK1575",81.4992275505813,1
"12586","HK3627","HK1050",16.6978688394709,1
"12587","HK3627","HK727",16.9364165381415,1
"12588","HK3627","HK3297",5.41716785497464,1
"12589","HK3627","HK3180",3.30673514365916,-1
"12590","HK3627","HK3337",3.21281430943968,-1
"12591","HK3627","HK736",25.1825000063614,-1
"12592","HK3627","HK743",95.8226442875992,1
"12593","HK3627","HK1952",56.1632768934965,1
"12594","HK3627","HK3387",15.8598738351927,1
"12595","HK3627","HK1988",22.9951572320479,1
"12596","HK3627","HK756",7.39272032159624,1
"12597","HK3627","HK260",1.19146425074316,1
"12598","HK3627","HK2052",6.66230906454019,1
"12599","HK3627","HK2137",1.70226633177784,1
"12600","HK3627","HK2943",10.5621043127719,1
"12601","HK3627","HK769",1.05977189701833,1
"12602","HK3627","HK2152",6.4619206673034,1
"12603","HK3627","HK2192",92.6052412768035,1
"12604","HK3627","HK774",4.25183028094957,-1
"12605","HK3627","HK2207",13.9986588613476,-1
"12606","HK3627","HK2230",26.9609398739078,1
"12607","HK3627","HK2267",31.0926119351024,1
"12608","HK3627","HK2988",2.63084925603359,1
"12609","HK3627","HK1222",2.06811906286446,1
"12610","HK3627","HK2333",4.46616243069824,1
"12611","HK3627","HK2390",12.3898746906099,-1
"12612","HK3627","HK2454",16.7499177744194,1
"12613","HK3627","HK795",1.94828902517083,1
"12614","HK3627","HK2502",2.46043691672577,-1
"12615","HK3627","HK2528",37.9332039887611,1
"12616","HK3627","HK652",1.48487903161963,1
"12617","HK3627","HK2568",42.0534812040581,1
"12618","HK3627","HK805",3.61689111451218,1
"12619","HK3627","HK806",99.2063644300849,1
"12620","HK3627","HK811",15.3306783527532,1
"12621","HK3627","HK3528",3.86778990892554,-1
"12622","HK3627","HK2649",5.92859266350115,-1
"12623","HK3627","HK814",1.39879919554509,-1
"12624","HK3627","HK816",2.62577360051201,1
"12625","HK3627","HK3532",7.52721631097597,1
"12626","HK3627","HK3533",29.9298212781683,1
"12627","HK3627","HK2669",3.57792021896512,1
"12628","HK3627","HK823",8.00353322236102,1
"12629","HK1428","HK1532",15.2182323634921,1
"12630","HK1428","HK1758",26.5642964442561,1
"12631","HK1428","HK1969",63.3890446588845,1
"12632","HK1428","HK85",1.2760810504224,1
"12633","HK1428","HK2189",5.00795080989024,1
"12634","HK1428","HK2317",18.2941535342989,1
"12635","HK1428","HK2452",27.3838733330462,1
"12636","HK1428","HK371",47.0096693035918,1
"12637","HK1360","HK1032",18.9348458184798,1
"12638","HK1360","HK26",17.646169619721,1
"12639","HK1360","HK830",2.40721915476337,1
"12640","HK1360","HK472",2.10506000340156,-1
"12641","HK1360","HK834",6.86398393361923,1
"12642","HK1360","HK836",24.1325119323849,1
"12643","HK1360","HK3124",6.40502757184054,1
"12644","HK1360","HK843",15.4372315417906,1
"12645","HK1360","HK1854",9.79371281394519,1
"12646","HK1360","HK61",10.0534519795067,1
"12647","HK1360","HK845",20.8630574573913,1
"12648","HK1360","HK63",29.1520756827918,1
"12649","HK1360","HK68",2.87492869885863,1
"12650","HK1360","HK852",1.02256756637328,1
"12651","HK1360","HK514",2.02731204889254,1
"12652","HK1360","HK857",4.4845133574641,1
"12653","HK1360","HK1993",1.79850712884881,1
"12654","HK1360","HK544",31.1083477107646,1
"12655","HK1360","HK548",26.2301471235666,1
"12656","HK1360","HK550",46.3221280632955,1
"12657","HK1360","HK871",12.9457389961461,1
"12658","HK1360","HK2175",2.22456409335225,-1
"12659","HK1360","HK2953",10.0366417971396,1
"12660","HK1360","HK873",11.8233996192949,-1
