"","regulator","target","strength","effect"
"2415","HK1379","HK2207",3.13365287334379,-1
"2416","HK1379","HK3196",38.2114134123377,1
"2417","HK1379","HK1215",59.6327365773067,1
"2418","HK1379","HK294",1.19585192465153,1
"2419","HK1379","HK779",3.78013768727534,1
"2420","HK1379","HK3441",6.85845417450468,1
"2421","HK1379","HK958",20.5139319783945,-1
"2422","HK1379","HK2250",8.86865330009577,1
"2423","HK1379","HK959",23.8507545658602,1
"2424","HK1379","HK2267",12.7190744301594,1
"2425","HK1379","HK2269",16.5457338979799,-1
"2426","HK1379","HK3971",8.11737461795814,1
"2427","HK1379","HK2299",22.4929256251747,1
"2428","HK1379","HK3201",6.87666966203004,-1
"2429","HK1379","HK316",5.04782700772601,1
"2430","HK1379","HK3983",70.7112405082876,1
"2431","HK1379","HK107",14.4530804426037,-1
"2432","HK1379","HK2319",81.3004444153865,-1
"2433","HK1379","HK1225",7.85842971085584,1
"2434","HK1379","HK882",3.18625224465221,1
"2435","HK1379","HK607",18.9668815464189,1
"2436","HK1379","HK2342",7.5766332248984,1
"2437","HK1379","HK2352",26.4544968154749,1
"2438","HK1379","HK883",16.0178182807559,-1
"2439","HK1379","HK2361",1.9223720838292,1
"2440","HK1379","HK2364",1.04434701303817,1
"2441","HK1379","HK324",91.3623259621522,1
"2442","HK1379","HK971",12.8121784712399,-1
"2443","HK1379","HK2390",13.1406067082467,1
"2444","HK1379","HK331",10.3188679514363,1
"2445","HK1379","HK2396",3.58357135878672,1
"2446","HK1379","HK3471",28.8092602458328,1
"2447","HK1379","HK1109",38.9125815074029,1
"2448","HK1379","HK977",15.7924761127354,1
"2449","HK1379","HK3207",7.93493563538569,1
"2450","HK1379","HK337",44.1924976966522,1
"2451","HK1379","HK3477",94.9708442573095,-1
"2452","HK1379","HK979",6.26020013878057,1
"2453","HK1379","HK980",64.2316252327854,1
"2454","HK1379","HK346",39.020072046142,1
"2455","HK1379","HK3485",72.5253463941077,-1
"2456","HK1379","HK3031",56.9104777452586,-1
"2457","HK1379","HK2473",5.94048843027669,1
"2458","HK1379","HK2476",4.50502825428064,1
"2459","HK1379","HK2496",11.0114871395442,1
"2460","HK1379","HK3498",1.56322478334845,-1
"2461","HK1379","HK3055",8.42369407645699,1
"2462","HK1379","HK2533",7.41856534852741,-1
"2463","HK1379","HK3063",5.35006370399045,1
"2464","HK1379","HK2556",9.50807195023365,-1
"2465","HK1379","HK2558",24.3184158363754,1
"2466","HK1379","HK3511",18.869445036789,1
"2467","HK1379","HK655",15.0976982667828,1
"2468","HK1379","HK992",8.69845552025562,1
"2469","HK1379","HK3519",37.6763436235689,1
"2470","HK1379","HK2596",1.21732835901068,1
"2471","HK1379","HK2603",6.45131964270602,1
"2472","HK1379","HK1251",12.1637850808074,1
"2473","HK1379","HK2620",4.1236714675822,1
"2474","HK1379","HK1258",19.9855609697006,1
"2475","HK1379","HK2673",17.9296791129975,1
"2476","HK1379","HK2679",57.554272685341,1
"2477","HK1379","HK2680",1.13403656324026,1
"2478","HK1379","HK2710",32.6837846336782,-1
"2479","HK1379","HK2725",64.6291110095623,-1
"2480","HK1430","HK1382",9.9215601098973,1
"2481","HK1430","HK1488",18.4792529256534,1
"2482","HK1430","HK3636",1.79386799858957,-1
"2483","HK1430","HK3243",92.9005834348035,-1
"2484","HK1430","HK168",2.31755523236364,-1
"2485","HK1430","HK3676",23.357264726597,1
"2486","HK1430","HK3258",19.7694849394853,1
"2487","HK1430","HK182",7.35524552056552,1
"2488","HK1430","HK1274",2.17323313585065,-1
"2489","HK1430","HK717",4.71438227024699,1
"2490","HK1430","HK1529",60.7277832893591,-1
"2491","HK1430","HK435",14.6411643621011,1
"2492","HK1430","HK436",12.478111326756,1
"2493","HK1430","HK3693",7.1305783905738,1
"2494","HK1430","HK189",5.73429468781812,1
"2495","HK1430","HK2772",36.1016139864756,-1
"2496","HK1430","HK2773",1.5653126829507,-1
"2497","HK1430","HK2775",39.9321877579287,-1
"2498","HK1430","HK1582",49.1045054730127,1
"2499","HK1430","HK2794",96.2768631413898,1
"2500","HK1430","HK3284",1.00555415663951,1
"2501","HK1430","HK2799",1.21534774689543,1
"2502","HK1430","HK1616",5.99980269971971,1
"2503","HK1430","HK201",14.1199981817057,1
"2504","HK1430","HK3579",82.7650099162994,1
"2505","HK1430","HK1642",5.04672903678042,1
"2506","HK1430","HK1675",9.29432474561933,-1
"2507","HK1430","HK1679",1.12527984141604,-1
"2508","HK1430","HK3315",18.1272290042569,-1
"2509","HK1430","HK3770",23.0874758155395,1
"2510","HK1430","HK3319",3.66905895327313,1
"2511","HK1430","HK1186",4.72853213796844,1
"2512","HK1430","HK1731",1.22349014136682,1
"2513","HK1430","HK1187",2.08047076092172,1
"2514","HK1430","HK927",1.52482581740811,1
"2515","HK1430","HK1744",4.13080898170433,1
"2516","HK1430","HK217",10.3253593460617,1
"2517","HK1430","HK482",9.95478003002915,1
"2518","HK1430","HK1776",39.834217665844,-1
"2519","HK1430","HK1192",4.2652048116127,1
"2520","HK1430","HK1778",3.23633181280045,1
"2521","HK1430","HK1072",2.08395666301791,1
"2522","HK1430","HK1790",1.08426682207691,1
"2523","HK1430","HK224",10.1851388465447,1
"2524","HK1430","HK492",26.1080829296367,1
"2525","HK1430","HK1837",30.4816497788279,1
"2526","HK1430","HK3350",2.49617738706082,-1
"2527","HK1430","HK3813",2.53548141903558,1
"2528","HK1430","HK233",1.31612997499021,1
"2529","HK1430","HK1872",8.08038717345485,-1
"2530","HK1430","HK3840",25.4505280013083,1
"2531","HK1430","HK3368",2.28275652234707,1
"2532","HK1430","HK3845",1.60471960997676,1
"2533","HK1430","HK524",78.6146165962499,1
"2534","HK1430","HK1954",1.97199808812139,1
"2535","HK1430","HK1964",1.48932245949235,1
"2536","HK1430","HK1081",20.8632937070984,1
"2537","HK1430","HK1288",79.9135844131696,1
"2538","HK1430","HK940",10.9281946995294,-1
"2539","HK1430","HK2022",73.3832060570076,-1
"2540","HK1430","HK2917",5.36260213885952,1
"2541","HK1430","HK3398",1.97198715657374,1
"2542","HK1430","HK87",33.4292471292128,1
"2543","HK1430","HK3892",17.6395457375197,1
"2544","HK1430","HK3403",40.4771476823592,1
"2545","HK1430","HK867",57.3527351278038,1
"2546","HK1430","HK2075",97.9545776269194,1
"2547","HK1430","HK2079",2.96456928632086,-1
"2548","HK1430","HK2085",27.3563731259739,1
"2549","HK1430","HK3905",3.0263080552378,1
"2550","HK1430","HK949",7.70200838058414,1
"2551","HK1430","HK93",35.4066289747217,1
"2552","HK1430","HK3907",3.70927648674759,-1
"2553","HK1430","HK2108",86.5060150945482,1
"2554","HK1430","HK2127",32.3186573550531,1
"2555","HK1430","HK2131",13.3422241691693,1
"2556","HK1430","HK2948",58.6021754392049,-1
"2557","HK1430","HK2949",11.1420084518527,1
"2558","HK1430","HK2155",20.6895392057838,1
"2559","HK1430","HK3925",1.57390750424333,1
"2560","HK1430","HK2174",1.45425693000566,1
"2561","HK1430","HK574",46.6875760466161,-1
"2562","HK1430","HK2234",16.9436044700467,-1
"2563","HK1430","HK3439",54.7184744081417,1
"2564","HK1430","HK960",59.2114833491314,1
"2565","HK1430","HK302",4.07555579619619,1
"2566","HK1430","HK1219",27.6493723445696,-1
"2567","HK1430","HK3969",2.38411940372195,-1
"2568","HK1430","HK595",1.86633397325561,1
"2569","HK1430","HK312",6.57004350495981,1
"2570","HK1430","HK2319",2.01054642872321,1
"2571","HK1430","HK2321",1.71914212790323,1
"2572","HK1430","HK968",16.0780049143074,1
"2573","HK1430","HK2330",3.51371833619684,1
"2574","HK1430","HK2342",15.3202635138846,1
"2575","HK1430","HK1227",61.4207094674442,1
"2576","HK1430","HK2366",10.6222923018538,-1
"2577","HK1430","HK1106",45.9256841249778,1
"2578","HK1430","HK3014",77.9011086582998,1
"2579","HK1430","HK2394",31.3150422765862,1
"2580","HK1430","HK2403",13.6242731368624,1
"2581","HK1430","HK2435",5.9547084429294,1
"2582","HK1430","HK2446",7.86703633284321,1
"2583","HK1430","HK1237",95.8582373092976,1
"2584","HK1430","HK346",27.6578923255609,1
"2585","HK1430","HK2467",11.8688005177581,1
"2586","HK1430","HK2473",29.2786339343376,1
"2587","HK1430","HK2478",6.3484139574709,1
"2588","HK1430","HK2480",37.1372593259939,-1
"2589","HK1430","HK2487",2.35538111080194,1
"2590","HK1430","HK797",4.53630386858042,1
"2591","HK1430","HK3056",5.24330293902172,1
"2592","HK1430","HK2533",1.20824076721227,1
"2593","HK1430","HK2534",15.8307698646721,1
"2594","HK1430","HK2562",24.362334288279,-1
"2595","HK1430","HK2571",10.5663411351113,1
"2596","HK1430","HK3513",1.61082659399989,1
"2597","HK1430","HK663",10.2953753484901,1
"2598","HK1430","HK2594",3.31617104642395,1
"2599","HK1430","HK2599",28.9371276212518,1
"2600","HK1430","HK3088",17.169352420526,1
"2601","HK1430","HK2643",3.00242103278117,-1
"2602","HK1430","HK3091",31.7180585656728,1
"2603","HK1430","HK2648",47.2318464986881,1
"2604","HK1430","HK3096",5.30074526174653,1
"2605","HK1430","HK820",3.18995830262401,1
"2606","HK1430","HK2687",97.0202111971337,1
"2607","HK1430","HK1262",13.8423081690582,1
"2608","HK1430","HK3544",4.78584565194836,1
"2609","HK1430","HK2712",2.82764149562516,1
"2610","HK161","HK1353",8.44959635965061,1
"2611","HK161","HK1487",8.44618743024657,1
"2612","HK161","HK1448",15.8672264412381,1
"2613","HK161","HK8",5.03772484679832,1
"2614","HK161","HK1488",50.7445011993913,1
"2615","HK161","HK1403",9.65531196645837,1
"2616","HK161","HK411",18.6970011739359,1
"2617","HK161","HK1339",3.18281714235056,1
"2618","HK161","HK1489",66.3861511459718,-1
"2619","HK161","HK1446",9.79461556877091,1
"2620","HK161","HK1490",1.67282410677993,-1
"2621","HK161","HK1491",2.29839344506828,1
"2622","HK161","HK1396",17.0179214568149,1
"2623","HK161","HK1492",3.84247631210963,-1
"2624","HK161","HK3",36.375963033726,1
"2625","HK161","HK1363",8.31812160805166,-1
"2626","HK161","HK1493",12.4352539913498,1
"2627","HK161","HK1494",43.8259296180662,1
"2628","HK161","HK1023",69.7184546252261,-1
"2629","HK161","HK1340",27.6508898934723,1
"2630","HK161","HK418",4.61889562383674,-1
"2631","HK161","HK1495",4.91712374569428,-1
"2632","HK161","HK1345",24.4726787365172,1
"2633","HK161","HK1496",65.8666961974393,-1
"2634","HK161","HK1497",3.46704670341897,1
"2635","HK161","HK1452",12.5277138005298,1
"2636","HK161","HK1388",5.92768842912726,1
"2637","HK161","HK1498",13.4735220300846,1
"2638","HK161","HK168",12.3593825953498,1
"2639","HK161","HK1499",40.2287438960355,1
"2640","HK161","HK1500",12.5951738390819,1
"2641","HK161","HK12",31.5046981298453,1
"2642","HK161","HK1501",19.6354655503179,1
"2643","HK161","HK1151",16.9271417700719,1
"2644","HK161","HK1502",1.80725902715209,-1
"2645","HK161","HK1503",8.92051442384345,1
"2646","HK161","HK1504",3.30878660797579,-1
"2647","HK161","HK1350",2.51119775528021,-1
"2648","HK161","HK1505",7.32890533419802,-1
"2649","HK161","HK1506",2.66638830845355,1
"2650","HK161","HK1507",21.615341115983,1
"2651","HK161","HK1508",36.4126919287791,1
"2652","HK161","HK1509",61.794785216551,1
"2653","HK161","HK1510",72.6210278841544,-1
"2654","HK161","HK1511",43.3137785009115,1
"2655","HK161","HK1512",5.37752810025074,1
"2656","HK161","HK1513",1.61913880569088,1
"2657","HK161","HK1514",8.31227890346028,1
"2658","HK161","HK1515",31.3891738987163,-1
"2659","HK161","HK1516",1.02886798276492,-1
"2660","HK161","HK1517",74.4948104704624,1
"2661","HK161","HK1518",44.2463017355116,-1
"2662","HK161","HK1519",4.13669452667361,1
"2663","HK161","HK1520",1.26795359864508,1
"2664","HK161","HK1521",11.7223542890744,1
"2665","HK161","HK178",48.944567373736,1
"2666","HK161","HK1522",1.2668280110739,1
"2667","HK161","HK1523",16.2745094962818,1
"2668","HK161","HK1524",21.3872526856625,1
"2669","HK161","HK1525",3.53085772310523,-1
"2670","HK161","HK1526",8.20672693926262,-1
"2671","HK161","HK1527",1.58946288587181,1
"2672","HK161","HK1528",36.9587230423049,-1
"2673","HK161","HK1529",7.40286371730404,1
"2674","HK161","HK1530",56.2791013023336,1
"2675","HK161","HK1531",7.02444463512045,1
"2676","HK161","HK1532",1.18292246821746,1
"2677","HK161","HK1533",3.33153772141377,-1
"2678","HK161","HK1534",97.7944932823936,-1
"2679","HK161","HK1535",8.00336414115183,1
"2680","HK161","HK1536",2.93139445794003,1
"2681","HK161","HK1537",58.8714327198145,-1
"2682","HK161","HK1538",25.340728630205,1
"2683","HK161","HK1539",25.8115881503895,1
"2684","HK161","HK1540",39.8859607083094,-1
"2685","HK161","HK1541",16.0852010429732,-1
"2686","HK161","HK1542",8.43227962370032,1
"2687","HK161","HK1543",1.08301369857567,1
"2688","HK161","HK1544",2.16586289776233,1
"2689","HK161","HK1545",46.00444010657,-1
"2690","HK161","HK1546",1.91488016560495,1
"2691","HK161","HK1547",2.58529151885577,1
"2692","HK161","HK185",36.2208353399951,1
"2693","HK161","HK1548",32.3731044208096,1
"2694","HK161","HK1549",45.4208694515586,1
"2695","HK161","HK1550",43.536306841718,1
"2696","HK161","HK1551",2.09254327526941,1
"2697","HK161","HK1552",27.7125657196333,1
"2698","HK161","HK1553",2.22658502852518,-1
"2699","HK161","HK1554",5.71443937164425,1
"2700","HK161","HK1555",35.0203028460706,1
"2701","HK161","HK191",1.11882960099441,1
"2702","HK161","HK1556",1.75553881486726,1
"2703","HK161","HK1557",6.01027209112323,1
"2704","HK161","HK1558",8.77300183016022,-1
"2705","HK161","HK1559",17.1017727400738,-1
"2706","HK161","HK1560",65.0241942713038,1
"2707","HK161","HK1561",28.0021512285627,1
"2708","HK161","HK1562",1.41504624429737,-1
"2709","HK161","HK1563",4.22879763913825,-1
"2710","HK161","HK1564",2.21629596065439,-1
"2711","HK161","HK1565",1.01928324652437,1
"2712","HK161","HK1566",94.9144409322042,1
"2713","HK161","HK1567",21.9948605277114,1
"2714","HK161","HK1568",1.25480015016343,1
"2715","HK161","HK1569",1.42884038605964,1
"2716","HK161","HK1570",1.91727560703509,1
"2717","HK161","HK1571",6.43451961203138,1
"2718","HK161","HK1572",56.9337349685867,1
"2719","HK161","HK1573",71.6316466773485,1
"2720","HK161","HK1574",39.9696175976087,1
"2721","HK161","HK1575",21.3247338722697,1
"2722","HK161","HK1166",11.6931426751847,1
"2723","HK161","HK1576",12.1936347917889,1
"2724","HK161","HK1577",22.4727520919739,1
"2725","HK161","HK1578",2.24307442814933,1
"2726","HK161","HK1579",5.16611357829668,1
"2727","HK161","HK1580",86.8106513758286,-1
"2728","HK161","HK1581",1.58431896901767,-1
"2729","HK161","HK1582",11.8358499822393,-1
"2730","HK161","HK1041",1.31876671764165,1
"2731","HK161","HK1583",71.5818731484851,1
"2732","HK161","HK1584",1.79306296238895,1
"2733","HK161","HK1585",1.2059380731811,1
"2734","HK161","HK1586",19.1781125414617,-1
"2735","HK161","HK1587",1.5504882500834,1
"2736","HK161","HK1044",4.4070590762967,-1
"2737","HK161","HK1588",66.6606269108822,-1
"2738","HK161","HK1589",9.51050284158264,1
"2739","HK161","HK1590",2.53386546744845,1
"2740","HK161","HK1591",91.2250120881362,1
"2741","HK161","HK1592",1.15679116899997,1
"2742","HK161","HK1593",1.31589086541116,-1
"2743","HK161","HK1594",9.72092079184445,1
"2744","HK161","HK1595",1.69505839870298,1
"2745","HK161","HK1596",11.9140438394724,-1
"2746","HK161","HK1597",2.80411739227725,1
"2747","HK161","HK1280",2.05225770370277,1
"2748","HK161","HK1598",55.930596458963,1
"2749","HK161","HK1167",17.6180810071557,1
"2750","HK161","HK1599",36.7110777943718,1
"2751","HK161","HK1600",7.26408918190676,-1
"2752","HK161","HK726",1.66216628577219,1
"2753","HK161","HK1601",42.9561468955743,1
"2754","HK161","HK1602",54.9012312241088,1
"2755","HK161","HK1603",9.01179849846782,-1
"2756","HK161","HK1604",2.31601922613018,1
"2757","HK161","HK1605",2.24729838469651,1
"2758","HK161","HK1606",3.52169781784515,1
"2759","HK161","HK1607",9.75859465330949,1
"2760","HK161","HK1608",2.48074651194665,1
"2761","HK161","HK1609",10.7478143712634,1
"2762","HK161","HK1610",9.24203192968366,1
"2763","HK161","HK1052",21.6442745651646,-1
"2764","HK161","HK1611",8.41277881579317,1
"2765","HK161","HK1612",5.65020478951437,1
"2766","HK161","HK1172",10.1454621060525,1
"2767","HK161","HK1613",40.0012278666332,1
"2768","HK161","HK1614",1.3443920498586,1
"2769","HK161","HK1615",76.6961028525094,1
"2770","HK161","HK1616",1.85726154689068,1
"2771","HK161","HK1617",2.58854728737351,1
"2772","HK161","HK1618",4.35795709021647,1
"2773","HK161","HK1619",1.18438925963357,-1
"2774","HK161","HK1620",5.88995370429404,1
"2775","HK161","HK1621",2.95025618827895,1
"2776","HK161","HK1622",20.4509460884275,1
"2777","HK161","HK1623",50.0211401214065,1
"2778","HK161","HK1624",42.2184073535479,1
"2779","HK161","HK1625",59.8157164874977,-1
"2780","HK161","HK1626",2.16721424273265,1
"2781","HK161","HK37",3.53583002401275,1
"2782","HK161","HK1627",81.553972838854,-1
"2783","HK161","HK1628",22.5102999501259,1
"2784","HK161","HK1629",34.3703859696191,1
"2785","HK161","HK1630",2.80928117837281,1
"2786","HK161","HK1631",15.8944144640765,1
"2787","HK161","HK1632",3.93733882376012,1
"2788","HK161","HK1633",85.817923207559,1
"2789","HK161","HK42",4.81030202648943,1
"2790","HK161","HK1634",88.7237946928201,1
"2791","HK161","HK1635",3.66396582389939,1
"2792","HK161","HK1636",47.8363419314283,1
"2793","HK161","HK1637",58.4242328537082,1
"2794","HK161","HK1638",36.6953577214323,1
"2795","HK161","HK1639",1.44186133222438,1
"2796","HK161","HK1640",99.9488279833337,1
"2797","HK161","HK1054",70.1122635024967,1
"2798","HK161","HK1641",1.29105403446721,-1
"2799","HK161","HK1642",58.8805428265405,1
"2800","HK161","HK1643",10.5639257821722,-1
"2801","HK161","HK1644",94.6146298573878,-1
"2802","HK161","HK1645",1.62335204446294,1
"2803","HK161","HK1646",1.09713620035637,1
"2804","HK161","HK1647",40.9878903394606,1
"2805","HK161","HK1648",48.8395048766464,1
"2806","HK161","HK1649",4.13201554913429,-1
"2807","HK161","HK1650",8.46580393069037,-1
"2808","HK161","HK1651",53.2742559369306,1
"2809","HK161","HK1652",1.38054140096235,1
"2810","HK161","HK1653",15.247892700405,1
"2811","HK161","HK1654",12.6473637310652,1
"2812","HK161","HK1655",1.81528713212077,1
"2813","HK161","HK1656",8.88299588984891,-1
"2814","HK161","HK1657",5.57925358363151,-1
"2815","HK161","HK461",1.13573868938459,1
"2816","HK161","HK1658",75.3161457181203,-1
"2817","HK161","HK1659",72.7251818634397,1
"2818","HK161","HK1660",17.6784313269792,1
"2819","HK161","HK1661",1.29168397680393,-1
"2820","HK161","HK1662",2.94787062694676,1
"2821","HK161","HK1663",51.6163716935249,1
"2822","HK161","HK1664",23.9638426804614,-1
"2823","HK161","HK1665",2.69768481441335,1
"2824","HK161","HK1666",4.98353024208164,1
"2825","HK161","HK1667",98.94648716759,1
"2826","HK161","HK1668",11.3205783321951,-1
"2827","HK161","HK1669",3.9359083074681,1
"2828","HK161","HK1670",28.1923687769427,1
"2829","HK161","HK1671",5.60631761759247,-1
"2830","HK161","HK1672",7.22647828991039,1
"2831","HK161","HK1673",1.43363454214661,-1
"2832","HK161","HK1674",19.9484333048106,1
"2833","HK161","HK1675",1.33336319888943,-1
"2834","HK161","HK1676",12.481077945849,1
"2835","HK161","HK1677",1.86436715766304,-1
"2836","HK161","HK1678",2.48774840223827,1
"2837","HK161","HK1679",10.2120676116811,1
"2838","HK161","HK1680",4.31822774006272,-1
